psraid,sample,int_date,lang,form,llitext1,qs1,live1,reg,oftvote,eminuse,intmob,home3nw,bbhome1f1,bbhome1f2,bbhome2,device1a,smart1,intfreq,device1b,device1c,device1d,act112,act124,act125,act135,act136,act127,act128,act129,sns2a,sns2b,sns2c,sns2d,sns2e,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q2a,q2b,q2c,q2d,q2e,q2f,q3,q4,books1,books2a,books2b,books2c,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q8d,libusea,libuseb,libusec,lib_frq,libst_frq,libapp_frq,libmob,libvisit,ebk_awr,ebk_brw,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q10,q11a,q11b,q11c,q11d,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q16a,q16b,q17a,q17b,q17c,q17d,q18a,q18b,q18c,q18d,sex,age,marital,par,kidage1,educ2,emplnw,disa,party,partyln,ideo,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,hh1,hh3,zipcode,usr,cregion,state,weight,standwt
101916,1,40416,1,2,1, ,2,3, ,1,2, , ,2, ,1,2,3,2,2,1, , , , , ,2,2,2, , , , , ,2,2,1,1,3,2,2,2,1,3,3,2,2,2,1,2,3,1,2,2, , , , ,5,1,1,1,1,2,3,4, , , ,2,8, ,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,2,8,8,2,8,2,2,2, , ,2,1, , ,2,8,2,67,1,2, ,7,3,1,1, ,1,2,5, , , , ,5,2,2,85206,U,4,4,1.5,0.494676282
101919,1,40416,1,2,1, ,3,1,1,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,1,2,2,1,2,1,2,2,3,3,3,2,4,3,2,1,0, , , , , , , ,5,5,8,1,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,8,8,8,1,8,8,4,1, , ,1,1, , , , ,2,82,5,2, ,2,3,1,3,2,4,2,1, , , , ,99,1, ,95348,U,4,6,3.65625,1.205773438
101943,1,40416,1,2,1, ,3,3, ,1,1, , ,2, ,1,1,4,1,2,1, , , , , ,2,2,2, , , , , ,8,2,2,1,2,1,2,2,3,2,2,2,1,2,2,1,30,1,1,1, ,1,1,1,1,1,2,1,1,3,3,2, , , ,1,1,2,1,1,1, , ,2,2,1, , ,1,2,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,2,1, , ,1,2,2,16,6,2, ,2,2,2,1, ,3,2,1, , , , ,2,4,2,51535,R,2,19,1.6875,0.556510817
101948,1,40416,1,1,2, ,1,3, ,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1, , , ,5,1,6,5,1,2,1,2,2,1,1,2,1,2,1,3,1,1,4,2,1,4,1,2,1,4,4,5,4,1,4,3,2,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,1,2,1,2,1,3,1,1,2, , ,3,2, , ,1,29,6,2, ,6,1,2,2, ,3,2,2, , , , ,6,1, ,7503,S,1,34,1.21875,0.401924479
101952,1,40416,1,1,1, ,4,1,1,1,1,1,2, , ,1,1,1,1,1,1,2,2,2,1,2, , , , , , , ,1,2,2,1,2,3,1,2,2,3,1,3,1,1,4,2,1,90,1,2,1,5,1,4,4,6,1,1,1,2,2,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,8,2,2,2,2,1,1,3,1,1,3, , ,2,2, , ,2,72,3,2, ,8,3,2,2, ,3,2,1, , , , ,6,1, ,22482,R,3,51,1,0.329784188
101956,1,40416,1,1,2, ,2,1,1,1,1,1,2, , ,1,1,2,2,1,1,2,2,2,2,1, , , , , , ,5, ,2,1,2,1,2,1,2,1,1,1,4,1,2,3,2,2,8,1,2,2, , , , ,2,1,1,2,1,1,3,1,4, ,1,3,8, ,1,2,1,2,2, , ,1,2,2, , ,2,1,2,1, , , ,1,1,2,2,2,2,1,1,1,3,3, , ,3,1, , ,1,57,1,2, ,8,1,2,1, ,2,1,1, , , ,1,9,2,2,92009,S,4,6,1.0625,0.3503957
101958,1,40416,1,1,1, ,3,1,1,1,1,1,2, , ,1,1,2,2,1,1,2,2,1,1,2, , , , , ,5, ,2,2,2,2,2,3,2,2,1,4,1,3,2,2,3,2,1,15,1,1,1,4, ,5,5,5,1,2,3,1,1,1,4,4,4,1,8,1,1,1,2,2,2,2, , ,2, , , , ,2,1,2,2, , , ,1,1,3,2,2,1,1,2,1,3,2, , ,3,3, , ,2,99,1,2, ,4,3,2,1, ,2,2,1, , , , ,99,2,2,43110,S,2,39,1.6875,0.556510817
101959,1,40416,1,2,1, ,1,1,1,1,1, , ,2, ,1,1,1,1,1,1, , , , , ,1,1,2, , , , , ,2,1,2,2,1,1,2,1,4,2,2,1,1,4,2,1,5,1,1,1,2,2,5,5,1,1,1,1,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,3,1,1,1,3,1,3,1, , ,2,2, , ,3,4,1,50,1,2, ,3,1,2,2, ,4,2,1, , , , ,9,2,2,19121,U,1,42,4.5625,1.504640358
101961,1,40416,1,1,2, ,3,1,2,1,1,1,2, , ,1,1,2,2,2,1,2,2,2,2,2, , , , , , , , ,2,1,2,2,3,1,1,2,1,2,3,3,2,3,1,2,3,1,2,2, , , , ,5,3,5,2,2,3,3, , , , ,2,8, , , , , , , , ,2, , , , ,2, , , , , , ,2,2,2,1,2,2,1,3,1,1,2, , ,4,2, , ,2,66,3,2, ,8,3,2,2, ,3,2,1, , , , ,5,1, ,34957,S,3,12,1,0.329784188
101965,1,40416,1,2,2, ,3,1,1,1,2, , ,2, ,1,1,2,2,2,1, , , , , ,2,2,2, , , , , ,2,1,2,2,2,1,2,1,1,1,4,2,1,3,1,2,24,1,2,2, , , , ,5,1,1,1,1,1,3,1,1, ,2,3,8, ,1,2,2, , ,2,2,2, , , , ,2, , , ,2,1,2,1,2,1,1,8,1,1,1,1, , ,3,1, , ,2,8,2,64,5,2, ,6,3,2,2, ,4,2,1, , , , ,5,1, ,80301,U,4,8,1.0625,0.3503957
101969,1,40416,1,2,1, ,4,3, ,1,2, , ,2, ,1,2,3,2,2,1, , , , , ,2,2,2, , , , , ,2,1,1,1,2,1,1,2,4,1,4,4,1,4,2,1,50,1,2,2, , , , ,2,1,5,2,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,2,3,2,2,3,8,2,1, , ,2,4, , ,4,4,1,70,3,2, ,8,3,2,3,8,2,2,1, , , , ,99,2,2,96720,R,4,15,1.0625,0.3503957
101970,1,40416,1,2,1, ,1,2, ,1,1, , ,8, ,2, ,1,1,1,1, , , , , ,1,1,2, , , , , ,1,2,2,2,2,1,2,2,3,4,4,1,1,3,2,1,15,1,1,2, , , , ,2,2,2,1,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,1,1,1,2,1,1,3,1, , ,3,1, , ,1,1,1,16,6,2, ,2,4,2,2, ,4,2,3, , , , ,1,5,3,72027,U,3,5,3.9375,1.298525241
101974,1,40416,1,1,1, ,4,1,2,1,1,1,2, , ,1,1,2,1,1,1,1,2,2,2,2, , , ,5, , , , ,2,1,2,2,2,2,2,2,4,2,3,2,1,4,2,1,8,1,2,2, , , , ,5,2,1,2,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,8,8,8,8,2,1,2,1,2,2, , ,2,2, , ,1,55,3,2, ,5,1,2,1, ,3,2,1, , , , ,8,1, ,12033,S,1,36,1.4375,0.47406477
101976,1,40416,1,1,1, ,4,1,1,1,2,1,2, , ,1,2,4,2,2,1,2,2,2,2,2, , , , , , , , ,1,1,2,2,3,1,2,2,4,2,1,2,1,2,2,1,4,1,1,1, , ,3,5,5,2,2,3,1,1,3,2,4, ,2,3,2, ,1,2,1,2,2, , ,2, , , , ,2,2,2,2, , , ,1,1,2,2,2,2,1,1,1,4,3, , ,2,1, , ,1,81,1,2, ,8,3,2,3,1,2,2,1, , , , ,8,2,2,20132,S,3,51,1.15625,0.381312967
200001,2,30716,1,2, ,2,1,1,3,1,1, , ,2, , ,1,1,2,2,1, , , , , ,2,2,2, , , , , ,1,2,2,2,2,2,2,1,4,1,4,2,1,4,2,1,0, , , , , , , ,1,1,1,1,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,1,1,1,1,1,1,3,1, , ,1,1, , ,2,4,1,25,6,2, ,8,1,2,3,2,4,2,1, , , , ,3,1, ,53703,U,2,55,2.21875,0.731708667
200002,2,30716,1,2, ,2,3,1,1,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,1,1,1,1,2,1,2,1,4,1,4,2,1,4,2,1,60,1,2,2, , , , ,2,1,1,2,1,1,3,1,3, ,2,1,2, ,1,1,1, , ,2,1,1, , ,2,2,2, , , ,1,2,2,1,1,1,1,1,1,1,1,1, , ,2,1, , ,1,2,2,23,1,1,4,3,2,2,3,1,3,2,1, , , , ,4,6,2,48843,S,2,26,4.1875,1.380971288
200006,2,30716,1,1, ,2,2,2, ,1,1,1,2, , , ,1,4,2,1,2,2,2,2,1,2, , , , , , , ,2,2,2,2,2,3,1,2,2,4,4,1,1,4,4,2,1,35,1,2,1,4, , ,5,5,1,1,1,2,1,3, ,4, ,1,3,1,1, , , , , , , ,1,1,1, , ,1,1,2,2, , , ,2,4,2,4,4,4,1,3,2,2,1, , ,4,4, , ,1,23,6,2, ,6,4,2,1, ,1,2,1, , , , ,9,3,3,2072,S,1,25,1.84375,0.608039597
200008,2,32316,1,1, ,2,3,1,3,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,1,2,1,1,2,1,2,2,4,2,2,2,4,1,2,1,12,1,2,2, , , , ,5,1,4,5,2,3,3, , , , ,2,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,2,8,8,1,1,1,1,2, , ,8,2, , ,2,72,6,2, ,6,3,2,3,9,2,2,1, , , , ,99,1, ,44420,U,2,39,1.375,0.453453259
200012,2,30716,1,2, ,2,2,3, ,1,1, , ,4, , ,1,1,2,2,1, , , , , ,2,2,2, , , , , ,1,1,2,2,2,1,2,1,4,2,1,4,1,2,2,1,10,1,2,2, , , , ,5,3,1,1,2,1,3, ,4, ,1,3,1,2, , , , , , , ,1, , ,2,1,2, , , ,2,2,2,1,1,2,1,1,3,1,1,1, , ,1,1, , ,4,8,2,45,3,1,0,4,6,1,4,8,1,2,5,1, , , ,1,4,3,28262,U,3,37,5.4375,1.793201523
200013,2,30716,1,2, ,2,2,1,2,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,1,2,2,1,1,1,2,2,1,2,3,2,1,3,1,2,1,1,2,2, , , , ,3,1,1,1,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,1,3,1,1,3,1,3,2, , ,2,2, , ,1,3,1,51,1,1,0,6,1,2,3,1,3,2,1, , , , ,8,3,2,14580,S,1,36,2.90625,0.958435297
200016,2,30716,1,2, ,2,3,1,1,1,2, , ,2, , ,2,4,2,1,2, , , , , ,2,1,2, , , , , ,2,2,1,1,2,1,1,1,2,2,2,2,2,4,1,2,30,1,2,2, , , , ,5,1,1,1,1,3,3,4, , , ,3,2, ,2,2,2, , ,2,2,1, , ,2,2,2, , , , , , ,2,1,1,1,1,1,1,3,3, , ,1,1, , ,1,4,2,66,5,2, ,3,3,1,9,1,2,2,1, , , , ,2,1, ,43725,R,2,39,1.1875,0.391618723
200018,2,30716,2,1, ,2,3,3, ,2,2, , , , , ,1, ,2,2,2, , , , , , , , , , , , , ,2,1,1,1,1,1,1,1,3,3,4,2,4,3,2,1,1,1,2,2, , , , ,2,1,2,3,1,3,3,4, , , ,3,1,2,2,1,1,2,1, , ,2, , , , ,2, , , , , , ,1,1,2,1,1,1,1,1,1,1,3, , ,1,1, , ,1,68,4,2, ,3,1,2,2, ,4,1,7, , , ,3,5,1, ,10562,S,1,36,4.5625,1.504640358
200024,2,30716,1,2, ,2,3,1,1,1,1, , ,2, , ,1,3,2,1,1, , , , , ,1,2,2, , , , , ,1,2,2,2,1,1,1,1,3,2,2,2,1,2,2,1,2,1,2,2, , , , ,1,1,2,1,1,3,3,4, , , ,3,1,2,1,2,1, , ,2,2,2, , , , ,2, , , , , , ,1,1,2,1,1,1,1,2,1, , ,1,1, , ,2,2,1,60,2,1,0,5,1,2,2, ,3,2,2, , , , ,6,3,2,32653,S,3,12,2.09375,0.690485644
200031,2,31116,1,1, ,2,3,1,4,1,1,1,2, , , ,1,2,2,2,1,2,1,1,1,1, , , , ,6,1,3,1,2,2,1,1,1,1,1,1,2,2,2,4,1,4,2,1,4,2,2,1, , ,4,4,5,5,4,5,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,1,2,3,2,2,3,1,1,3,1,3, , ,2,2, , ,1,30,1,2, ,6,1,2,2, ,4,2,3, , , , ,7,2,2,8817,S,1,34,2.71875,0.896600761
200033,2,30716,1,2, ,2,3,1,1,1,1, , ,2, , ,1,1,2,1,1, , , , , ,2,2,2, , , , , ,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,10,1,1,1,2, ,3,5,1,3,1,2,1,3,2,4, , , ,3,8, ,1,2,1, , ,2,1,1, , ,2,2,2, , , , , , ,1,1,1,1,2,1,1,1,1, , ,2,1, , ,1,3,1,51,3,1,0,6,1,2,3,2,3,2,1, , , , ,6,2,1,5401,U,1,50,3.8125,1.257302217
200039,2,30716,1,2, ,2,3,1,2,1,1, , ,2, , ,1,1,1,1,1, , , , , ,2,2,2, , , , , ,1,2,1,2,1,1,2,2,3,1,3,1,1,3,2,1,50,1,1,1,2,4,5,5,1,1,1,1,1,1,3,3,3, ,1,2,1,1,1,2,2, , ,2,2,2, , , , ,2, , , ,1,2,2,1,1,1,1,1,1,1,2,1, , ,3,2, , ,2,3,2,31,6,2, ,8,1,2,2, ,5,2,1, , , , ,6,1, ,14620,S,1,36,4.53125,1.494334602
200040,2,31116,1,2, ,2,3,3, ,2,2, , , , , ,1, ,2,2,1, , , , , , , , , , , , , ,1,2,2,2,2,1,2,1,4,1,1,1,4,4,2,2,4,1,1,1, , ,2,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1, , ,1,1,1, , ,1,1,1, , , ,1,1,1,1,1,1,1,1,1,1,1,1, , ,1,1, , ,2,1,2,39,1,1,0,8,4,2,3,1,5,1,1, , , ,3,9,5,3,19444,S,1,42,6.9375,2.287877805
200045,2,30716,1,2, ,2,2,1,2,1,1, , ,2, , ,1,2,2,2,1, , , , , ,2,2,2, , , , , ,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,5,1,2,2, , , , ,1,1,2,2,2,2,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,1,2,2,1,2,1, , ,2,1, , ,1,3,2,60,1,2, ,8,1,2,2, ,4,2,1, , , , ,8,2,2,15668,S,1,42,2.75,0.906906517
200047,2,30716,1,1, ,2,3,1,3,1,1,1,2, , , ,1,4,2,2,1,2,2,2,1,2, , , , , , , ,3,1,2,2,2,2,1,2,2,4,3,4,1,1,4,2,1,4,1,2,1, , ,5,2,5,2,1,1,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,1,2,2,2,2,2,2,2,2,1,2, , ,2,2, , ,1,21,6,2, ,3,1,2,3,1,3,2,1, , , , ,2,1, ,29404,U,3,45,3.8125,1.257302217
200048,2,30716,1,2, ,2,1,1,2,1,1, , ,2, , ,1,1,2,2,1, , , , , ,1,2,2, , , , , ,2,2,2,2,2,1,2,1,4,1,4,2,1,3,2,8,4,1,2,2, , , , ,1,2,1,1,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,1,1,2,1,3,1, , ,1,2, , ,1,2,1,35,6,2, ,8,4,2,3,1,2,1,1,2, , ,2,5,3,3,33625,S,3,12,2.03125,0.669874132
200059,2,31816,2,1, ,2,1,1,5,1,1,1,4, , , ,1,1,2,2,2,2,1,2,1,2, , , , ,1, , ,1,2,2,2,2,1,2,2,2,2,2,4,2,1,4,2,1,0, , , , , , , ,3,5,2,1,1,1,3,3,4, ,1,2,2, ,2,2,2,2,2, , ,2, , , , ,2,2,2,2, , , ,1,2,1,1,1,3,2,1,2,2,3, , ,1,2, , ,1,19,6,2, ,3,2,2,2, ,2,1,7, , , ,2,3,5,5,33765,S,3,12,2.8125,0.927518029
200072,2,32316,1,1, ,2,2,1,2,1,1,1,2, , , ,1,2,1,1,1,1,1,2,1,1, , , ,5,5, ,3,2,2,2,1,1,1,1,2,1,3,2,3,2,1,3,2,1,5,1,2,1,4,3,5,5,2,3,4,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,2,2,2,3,2,1,2,2, , ,3,3, , ,1,67,1,2, ,6,1,2,1, ,3,2,1, , , , ,9,2,2,11570,S,1,36,1.125,0.371007212
200073,2,30716,1,1, ,2,1,1,1,1,1,1,2, , , ,1,2,2,1,1,1,1,1,1,2, , , ,3,1,2, ,2,1,1,1,1,1,1,1,1,2,1,2,1,1,4,2,3,2,1,2,2, , , , ,2,3,1,2,1,1,3,2,4, ,1,3,1,2,1,2,1,1,1, , ,2, , , , ,2,1,1,1, , , ,1,1,1,1,2,2,1,1,1,2,3, , ,2,2, , ,2,34,1,1,2,6,4,2,3,1,2,2,3, , , , ,8,4,2,43221,S,2,39,2.0625,0.680179888
200075,2,30716,1,1, ,2,3,3, ,1,1,1,2, , , ,1,2,2,1,1,1,1,1,1,2, , , ,5,3,6, ,2,1,1,1,1,1,1,1,2,1,1,4,1,1,4,2,1,12,1,2,2, , , , ,1,4,2,2,2,3,3, , , , ,3,1,1, , , , , , , ,1,1,1, , ,1, , , , , , ,1,2,2,2,2,2,2,2,1,2,2, , ,1,3, , ,2,35,3,2, ,6,1,2,9,9,3,2,3, , , , ,5,1, ,17061,S,1,42,2.78125,0.917212273
200087,2,30716,1,1, ,2,2,1,1,1,1,1,2, , , ,1,2,2,1,1,2,2,2,2,1, , , , , , ,6, ,2,1,2,1,1,1,2,2,2,4,3,2,1,2,2,1,6,1,2,1,3, ,5,5,1,2,2,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,2,3,2,2,3,2,2,2,2,2, , ,3,2, , ,1,54,1,2, ,5,1,2,9,9,9,2,1, , , , ,99,3,3,77379,S,3,48,2.46875,0.814154714
200094,2,30716,1,1, ,2,2,1,2,1,1,1,2, , , ,1,2,2,2,1,1,1,2,1,2, , , ,6,6, , ,1,2,2,2,2,2,1,1,2,3,2,4,2,1,4,2,1,0, , , , , , , ,5,5,2,2,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,1,2,2,2,1,3,1,2,3, , ,4,2, , ,1,53,3,2, ,6,1,2,3,1,3,2,1, , , , ,7,3,3,80020,U,4,8,1.9375,0.638956864
200095,2,30716,1,2, ,2,4,1,1,1,2, , ,2, , ,1,2,2,2,1, , , , , ,2,2,2, , , , , ,2,1,1,1,1,2,2,2,4,1,2,3,1,4,2,1,2,1,2,2, , , , ,1,5,5,1,2,1,3, ,4, ,2,3,1,2, , , , , , , ,2, , , , ,2, , , ,2,2,2,1,1,2,2,1,1,1,1,1, , ,3,1, , ,2,2,1,65,1,2, ,6,1,2,3,1,2,2,1, , , , ,6,2,2,81007,S,4,8,1.0625,0.3503957
200102,2,30916,1,2, ,2,4,1,1,1,1, , ,2, , ,1,2,2,2,1, , , , , ,2,2,2, , , , , ,2,1,2,2,2,2,2,2,3,2,4,1,2,1,2,1,30,1,1,2, , , , ,5,1,1,2,2,3,8, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,8,1,1,2, , ,2,2, , ,3,2,1,52,1,2, ,3,1,2,1, ,1,2,1, , , , ,8,3,3,37118,S,3,47,3.71875,1.226384949
200103,2,30716,1,1, ,2,3,3, ,1,1,1,2, , , ,1,3,2,1,1,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,1,2,1,4,4,4,1,4,4,2,1,0, , , , , , , ,1,4,5,5,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,3,1,2,2,1,3,2,1,2, , ,2,2, , ,1,47,3,2, ,3,1,2,3,9,4,1,7, , , ,1,6,2,2,80216,U,4,8,3.34375,1.102715879
200108,2,30716,1,2, ,2,3,3, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,2,2, , , , , ,1,2,2,2,1,2,2,2,3,1,3,2,1,4,2,1,50,1,1,1,2, ,5,5,1,2,2,1,3,3,3, , , , ,2,8, , , , , , , , , , , , , ,2, , , , , , ,1,2,3,2,3,2,3,3,1, , ,2,1, , ,1,2,2,26,6,2, ,8,2,2,2, ,3,2,1, , , , ,3,1, ,66502,R,2,20,2.25,0.742014423
200109,2,30716,1,1, ,2,4,1,1,1,1,1,5, , , ,1,2,2,2,1,2,2,1,2,2, , , , , ,5, , ,2,1,2,1,1,2,2,2,3,2,3,2,1,3,2,1,15,1,1,2, , , , ,5,1,3,1,1,1,3,3,3, ,1,3,8, ,1,2,2,2,2, , ,1,1,2, , ,2,1,2,2, , , ,1,2,1,2,2,2,1,1,1,2,2, , ,2,2, , ,2,49,1,2, ,5,2,2,3,8,2,2,1, , , , ,6,3,3,47975,S,2,18,3.40625,1.123327391
200110,2,30716,1,1, ,2,3,1,1,1,2,1,2, , , ,2,3,2,2,1,2,2,2,2,2, , , , , , , , ,2,2,2,1,2,1,2,1,4,1,3,2,2,3,2,1,20,1,2,2, , , , ,5,1,1,2,1,3,3,3, , , ,3,1,2,1,2,1,2,2, , ,2, , , , ,2, , , , , , ,1,2,3,1,3,1,1,1,1,2,3, , ,3,3, , ,2,64,1,2, ,5,3,2,3,1,2,2,1, , , , ,6,2,2,28056,U,3,37,2.96875,0.979046808
200119,2,30716,1,2, ,2,2,3, ,1,1, , ,2, , ,1,2,1,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,1,4,2,1,2,2,1,3,1,2,2, , , , ,4,3,5,5,2,3,3, , , , ,1,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,1,2,2,1,3,1, , ,2,1, , ,1,4,2,34,1,1,1,3,1,2,3,9,2,2,1, , , , ,4,6,2,84414,S,4,49,4.6875,1.545863382
200120,2,30716,1,2, ,2,3,3, ,2,1, , ,4, , ,8,3,2,2,1, , , , , ,2,2,2, , , , , ,1,2,1,1,1,1,2,1,1,1,2,1,3,2,2,1,97,1,1,2, , , , ,5,5,4,3,1,1,3,3,4, ,2,3,1,2,1,1,1, , ,2,1,1, , ,2,1,2, , , ,2,2,2,1,1,2,2,1,2,1,1,1, , ,1,1, , ,2,3,2,25,6,1,1,4,2,2,2, ,2,1,7, , , ,1,2,4,1,81001,U,4,8,4.125,1.360359776
200122,2,30716,1,2, ,2,2,1,2,1,1, , ,2, , ,2,3,2,1,2, , , , , ,2,2,2, , , , , ,2,1,1,1,1,1,2,1,1,4,2,2,1,4,1,2,5,1,1,2, , , , ,5,1,5,2,1,1,3,1,4, ,2,3,1,1,1,2,1, , ,2,1,1, , ,2,2,2, , , ,2,2,2,1,1,1,1,2,3,3,1,1, , ,3,2, , ,2,4,1,33,6,2, ,6,2,1,2, ,3,2,1, , , , ,2,1, ,64138,U,2,29,1.9375,0.638956864
200123,2,31116,2,2, ,2,3,3, ,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,4,2,3,1,4,2,1,3,1,1,2,2, , , , ,4,4,3,4,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,8,1, , ,1,1,1,59,1,2, ,5,1,2,1, ,1,1,1, , , ,3,4,2,2,81052,R,4,8,4.8125,1.587086405
200130,2,31116,1,1, ,2,1,8, ,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,3,2,2,2,3,8,4,4,4,3,1,2,5,8,2,2, , , , ,5,2,5,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,8,8,2,8,8,8,3,1,2,8, , ,8,8, , ,1,82,5,2, ,8,3,2,9,9,9,2,1, , , , ,99,1, ,85202,U,4,4,1.40625,0.463759014
200135,2,30716,1,2, ,2,3,1,1,1,2, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,1,4,2,1,4,1,4,2,1,6,1,1,2, , , , ,1,2,1,1,3,3,3, , , , ,1,8, , , , , , , , , , , , , ,2, , , , , , ,1,1,2,1,2,2,1,2,2, , ,3,1, , ,3,4,1,67,1,2, ,8,2,2,3,1,2,2,1, , , , ,99,99,99,99999,R,2,20,2.09375,0.690485644
200138,2,30716,1,2, ,2,2,2, ,1,1, , ,2, , ,1,2,1,1,1, , , , , ,2,2,2, , , , , ,1,2,2,1,1,1,2,2,1,1,2,1,1,4,2,3,3,2,1,1,3,3,5,5,1,4,1,1,2,1,1, ,4,4,2,2,1,1, , , , , , , ,2, , , , ,2, , , ,1,2,1,1,1,2,1,1,1,8,2,1, , ,1,3, , ,1,8,1,39,1,1,0,6,1,2,3,9,9,2,1, , , , ,7,5,2,99577,U,4,2,1.59375,0.52559355
200142,2,30716,1,2, ,2,3,3, ,1,1, , ,2, , ,1,2,2,2,1, , , , , ,2,2,2, , , , , ,1,1,1,1,1,1,2,1,2,1,4,1,1,2,2,1,20,1,2,1, , ,3,4,1,1,1,1,1,1,3,1,4, ,2,3,8, ,1,2,1, , ,2,2,2, , , , ,2, , , ,2,2,2,1,2,1,2,1,8,1,2,1, , ,2,1, , ,2,4,1,34,6,2, ,8,2,2,3,2,8,2,1, , , , ,2,4,4,80027,S,4,8,1.28125,0.422535991
200145,2,30716,1,2, ,2,3,1,8,1,1, , ,5, , ,1,4,2,2,2, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,4,4,2,3,3,2,1,30,1,1,2, , , , ,1,1,3,3,3,2,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,2,3,3,4,2,4,3,3, , ,2,2, , ,8,2,1,99,6,2, ,3,2,2,1, ,9,2,5, , , , ,98,98,98,99645,S,4,2,3.28125,1.082104367
200151,2,31116,1,1, ,2,3,3, ,1,1,1,5, , , ,1,3,1,1,1,2,2,2,1,2, , , , , , , ,1,2,2,2,2,2,2,2,2,4,3,4,4,4,4,2,1,50,1,2,1,2,2,5,5,5,1,2,5,1,3,3,4, , , ,3,1,2,2,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,8,1,1,1,8,1,3,1,1,3, , ,4,2, , ,2,73,1,2, ,3,3,2,3,9,3,2,1, , , , ,4,2,2,36530,R,3,1,3.90625,1.288219485
200153,2,30716,1,1, ,2,3,3, ,1,1,1,2, , , ,1,2,2,2,2,2,2,2,1,2, , , , , , , ,1,2,2,1,2,3,2,2,1,1,4,3,4,1,1,1,2,0, , , , , , , ,5,5,5,4,1,3,3,4, , , ,3,8, ,2,2,2,2,2, , ,2, , , , ,1, , , , , , ,2,1,1,2,2,1,1,1,1,1,1, , ,3,2, , ,1,53,4,2, ,1,6,1,3,2,5,2,1, , , , ,1,1, ,66032,S,2,20,2.53125,0.834766226
